,n_count,seq_count
23,780,>IMS-10087-CVDP-0CF3402E-FF60-4BC6-9B6C-1B8C73CC8B28|2021-08-18
24,1450,>IMS-10087-CVDP-0E42226B-16B7-4DBC-8CB6-032E6BF04F77|2021-09-19
25,253,>IMS-10013-CVDP-99B91F04-606B-4519-83F8-1F2632524D96|2021-11-09
26,1356,>IMS-10186-CVDP-E7EC33AD-8C15-46CE-8D05-32A3DF8C6101|2021-12-31
27,155,>IMS-10087-CVDP-80D61E9B-3C63-43F2-B0D0-E2D635CBD4BD|2021-09-16
28,222,>IMS-10267-CVDP-975AC270-4435-493C-AED5-71065E83E0B2|2021-10-18
29,261,>IMS-10116-CVDP-D42CCD69-FB14-4F88-A6E2-302F354693D6|2021-02-23
30,746,>IMS-10186-CVDP-9633AFB8-90AD-459A-A295-A247DE9C8BC7|2021-12-15
31,257,>IMS-10116-CVDP-8E311A30-61F5-452E-BA24-7BA253AB94AC|2021-12-13
32,259,>IMS-10116-CVDP-1DB3CD80-348B-42B4-B9DC-D1F0598C5153|2021-11-30
33,39,>IMS-10061-CVDP-67C17A43-A330-4A13-843F-2D78DFC424AF|2021-03-18
34,247,>IMS-10020-CVDP-479B1BAF-1494-4673-B404-87FEB67C536E|2021-02-19
35,408,>IMS-10116-CVDP-78ED3EDF-BC2F-457C-994F-A3ABF8DC2BBC|2021-09-21
36,2,>IMS-10227-CVDP-1A6BA018-BA68-4A08-BC78-398B4FD1584C|2021-12-28
37,781,>IMS-10261-CVDP-C8474312-F655-4138-BD88-866C4D557B85|2021-02-22
38,4,>IMS-10013-CVDP-73E333C6-E6C8-48F0-A605-47730E27F731|2021-03-20
39,80,>IMS-10087-CVDP-7180E33F-2E88-449E-93FC-C054AFEB128B|2021-02-26
40,44,>IMS-10116-CVDP-6395D21E-7F4F-4A00-B429-3FB32303E493|2021-02-01
41,0,>IMS-10061-CVDP-4239F5D6-CCA0-409A-8009-1010A08DFA3F|2021-09-20
42,176,>IMS-10087-CVDP-51891CD6-A3AB-4C53-962C-45D126852F6E|2021-11-22
43,19,>IMS-10013-CVDP-379E0B68-BAB1-4CBD-8FBD-8E7BA33A69F0|2021-04-24
44,419,>IMS-10087-CVDP-DA6DDBF6-96A2-4DFB-805D-4A8BDF4FAE57|2021-12-21
45,430,>IMS-10225-CVDP-B980A84F-18AF-48F4-8EF3-40E4A6310F12|2021-12-24
46,898,>IMS-10186-CVDP-5423809A-8FD6-44C3-8E00-C53F0CBA723E|2021-09-03
47,713,>IMS-10087-CVDP-F39CEE06-392A-4F7A-8BC3-6FEB9D547160|2021-11-26
48,253,>IMS-10116-CVDP-FB82A951-AA76-49A8-AA45-239E2C571EFB|2021-06-10
49,121,>IMS-10116-CVDP-CEB0415B-E57C-471F-AB8B-D71627522B86|2021-06-19
50,625,>IMS-10186-CVDP-6D91AA73-9098-4C28-944A-0C5F988ECF73|2021-07-13
51,261,>IMS-10116-CVDP-6BF25721-C447-4F67-9F56-EDC4248B4AD1|2021-09-15
52,136,>IMS-10227-CVDP-FB66290A-D874-4BCB-B510-A6B76BFB7DC6|2021-07-03
53,263,>IMS-10227-CVDP-A00D4AB1-0721-495E-A34B-5EF2EB27A910|2021-10-02
54,4,>IMS-10227-CVDP-F75485DF-2593-448F-955F-305B42F43CCF|2021-05-11
55,269,>IMS-10087-CVDP-273873D0-4982-4AF0-8AFE-FB340345DB09|2021-09-24
56,1051,>IMS-10116-CVDP-415B494C-D7CF-4969-B290-FAEACDA31A72|2021-12-03
57,364,>IMS-10267-CVDP-281354A8-E1DD-4BFD-8F6D-510BC9C4158C|2021-08-25
58,44,>IMS-10087-CVDP-09BE4660-7669-43E4-8B76-A5DDFF3D27A2|2021-09-12
59,779,>IMS-10087-CVDP-8323E680-26C3-4A83-AE42-2AD9DE04C37E|2021-12-13
60,6,>IMS-10267-CVDP-00028|2021-01-28
61,586,>IMS-10116-CVDP-BA5E04ED-DB58-44EA-B233-9FA895721CEE|2021-10-14
62,646,>IMS-10186-CVDP-9C6B7D7B-F76D-4B5E-B33A-E36CDE08B5AA|2021-04-18
63,716,>IMS-10087-CVDP-B10E2037-4A16-4917-B1F6-F39C8870CF0F|2021-11-26
64,338,>IMS-10267-CVDP-F97071DB-92D0-40D7-B264-B8F0CDAFEA43|2021-08-17
65,121,>IMS-10116-CVDP-0EEFD5B4-33DC-4750-B582-45CA3F94D61D|2021-10-08
66,245,>IMS-10261-CVDP-00040|2021-01-23
67,578,>IMS-10225-CVDP-670E1566-F144-4B76-A474-71D00EE156E1|2021-10-11
68,62,>IMS-10227-CVDP-6AF228C6-F8A9-4002-AB21-5687913A2AA1|2021-09-02
69,693,>IMS-10061-CVDP-6F4CB671-F9BA-4239-8304-9B6D327549B9|2021-09-16
70,5,>IMS-10013-CVDP-839CB1C7-3DD4-4D31-BC29-134E4D7A282F|2021-05-03
71,121,>IMS-10116-CVDP-A6E111C2-A19B-45AB-990A-E35DE367202A|2021-02-15
72,45,>IMS-10227-CVDP-4E0F093A-7FD0-4AF6-B14A-8DB860D3EFD3|2021-04-21
73,773,>IMS-10186-CVDP-A5481A24-87FD-463C-906A-08F2A64D383A|2021-11-19
74,153,>IMS-10087-CVDP-3BF4AA08-92D4-4737-841B-CD2B6A625D0A|2021-12-26
75,45,>IMS-10186-CVDP-CE859FBB-E9CA-4287-8468-01A662C78728|2021-11-26
76,267,>IMS-10186-CVDP-A9ABA33B-8E4B-4567-8E74-DFABE3F1B850|2021-12-04
77,557,>IMS-10087-CVDP-AE089A87-1D66-4545-AD49-3909E17607A8|2021-11-26
78,102,>IMS-10087-CVDP-E73B8AC2-6EC1-4A3E-B7D1-DD30A8525B31|2021-10-19
79,392,>IMS-10013-CVDP-6D2899CB-E64D-4B47-BD01-9AB841D44D07|2021-08-20
80,17,>IMS-10013-CVDP-E475EBB4-3BC1-4230-B1E1-AA9F3C85ED5E|2021-05-08
81,522,>IMS-10186-CVDP-C82924FA-6E32-4C35-B6D8-4C38DB224CD4|2021-08-02
82,121,>IMS-10116-CVDP-0AE80F11-E254-4FC6-9525-467027F20A7E|2021-08-24
83,17,>IMS-10186-CVDP-020266DF-BDBB-4D5B-9859-0158E7696180|2021-02-04
84,256,>IMS-10116-CVDP-F2A7DC8B-0B40-4BCC-8CE7-13C2A452BB15|2021-09-08
85,36,>IMS-10013-CVDP-93DC5A39-7B91-4AA3-BD28-C580B1D98AF6|2021-10-06
86,1067,>IMS-10186-CVDP-D984DC9B-CB0C-4A48-AEB2-92D0E2874DA1|2021-08-10
87,240,>IMS-10261-CVDP-1B54BD00-EAD0-4E89-A3BB-342332520F48|2021-02-08
88,541,>IMS-10227-CVDP-D5154D3C-B1CE-40D6-A0DE-854EEB049929|2021-12-28
89,461,>IMS-10267-CVDP-82EC5630-B145-4E10-960E-76227ACDC027|2021-08-23
90,424,>IMS-10116-CVDP-B3FCE0A5-6DE5-44DF-B16A-55E443CC3308|2021-06-17
91,98,>IMS-10087-CVDP-7086BD03-E01C-45C7-801B-E7888FEC7C04|2021-04-28
92,309,>IMS-10116-CVDP-8DEBD0E2-8818-4C74-B1DD-E653DB67C90B|2021-12-20
93,547,>IMS-10087-CVDP-DA14D9C0-E947-4FF2-9DBF-1DFCAE52B8FC|2021-11-30
94,1013,>IMS-10261-CVDP-0F4DE523-830D-48B9-B7DC-329D7A307FBE|2021-10-28
95,756,>IMS-10087-CVDP-99B0A0DF-0CEA-4FE0-86ED-D12C0F1208FA|2021-12-06
96,221,>IMS-10225-CVDP-5A6259C3-AF7F-466D-9A69-8AC3414B5A0E|2021-05-22
97,253,>IMS-10116-CVDP-020DC7EA-BF53-4C24-98E9-69A1B30C82FA|2021-05-15
98,424,>IMS-10116-CVDP-BD45F8BC-E102-4383-81AA-D996F3F8852D|2021-07-21
99,256,>IMS-10116-CVDP-38F22F4F-427D-4A36-813E-D53F18941076|2021-08-24
100,82,>IMS-10261-CVDP-3FFBBBE2-C6B7-45E0-95B9-01E77B979E89|2021-05-06
101,219,>IMS-10087-CVDP-AF0B7139-F406-4345-9CA2-69068C83105A|2021-02-22
102,168,>IMS-10087-CVDP-D91BC996-99B3-401D-B9DA-011A297D4170|2021-10-04
103,506,>IMS-10087-CVDP-B48F348D-82AD-43AA-B102-F29A6BB14A1B|2021-11-22
104,82,>IMS-10594-CVDP-91EEE9E2-9F19-42CB-A946-2449719A1C98|2021-01-27
105,531,>IMS-10186-CVDP-F69502CA-ACB9-4A43-B906-AA90D50E51D5|2021-05-04
106,333,>IMS-10594-CVDP-C4C308E9-3310-4B73-98C8-9E69F602215A|2021-11-20
107,563,>IMS-10225-CVDP-FAF57EE3-5E47-47ED-826A-C032FF87DC64|2021-11-24
108,222,>IMS-10225-CVDP-601DF3A1-5FFB-4668-9DF0-4EE97E8FDF3F|2021-04-22
109,530,>IMS-10087-CVDP-58C06075-C961-4133-86B6-020FE0E9BE56|2021-11-23
110,270,>IMS-10061-CVDP-CE409B8E-8C00-4220-A144-679D6A333291|2021-12-06
111,259,>IMS-10116-CVDP-B75A328E-70D9-4978-B0AD-97F4CF18EAED|2021-12-20
112,422,>IMS-10087-CVDP-4DDF9485-BB90-4E38-A8E8-4986D6F85E7A|2021-11-26
113,353,>IMS-10267-CVDP-49484469-1B9A-42A3-96EC-F6C2F0786016|2021-05-17
114,460,>IMS-10116-CVDP-B06B7438-10F8-4D54-8A6D-CDE33AFCCD81|2021-09-30
115,251,>IMS-10116-CVDP-6FBC7FFA-EA83-486F-B697-1DC06B11DB10|2021-05-10
116,651,>IMS-10225-CVDP-FED4934C-36A5-47B0-B05A-B51591153CBD|2021-12-21
117,38,>IMS-10227-CVDP-3D624C67-7963-4E53-9548-4714DB66CC2D|2021-05-06
118,1125,>IMS-10186-CVDP-29D4B18C-3B6B-4BB8-B3B3-5695182201D8|2021-12-15
119,599,>IMS-10261-CVDP-9BF5FA05-5F36-4ACB-9797-770B4CA6D7DD|2021-02-12
120,75,>IMS-10116-CVDP-677DCC3E-E9B6-4155-B546-9A3B63C64544|2021-07-26
121,473,>IMS-10261-CVDP-14A3D496-46D1-4B8B-9008-F8471EF9A846|2021-02-16
122,144,>IMS-10087-CVDP-9908C812-A5E1-48CA-A62D-38EC8931EC49|2021-09-06
123,123,>IMS-10087-CVDP-9DE722B9-CE46-459B-AAF6-C9E68D089D7D|2021-12-09
124,121,>IMS-10116-CVDP-DA8541EB-BCE0-4B92-9B83-3906493EBCBE|2021-08-24
125,452,>IMS-10186-CVDP-76BCF107-FBF7-4A7F-9583-959AC60CD9F7|2021-12-15
126,415,>IMS-10013-CVDP-30E71C64-BCE0-49A4-B5B5-748ED98B457C|2021-12-22
127,0,>IMS-10061-CVDP-CEE666F2-D73A-474C-A6FF-DFC805325CD3|2021-08-02
128,289,>IMS-10267-CVDP-E7A83C80-2C2A-435E-9F17-C95449360DBA|2021-05-07
129,492,>IMS-10087-CVDP-B5430AA9-9857-4C95-90E2-BEBF639A997F|2021-03-02
130,904,>IMS-10186-CVDP-2A154E6C-2A8F-4E79-927A-F63FEF04004B|2021-12-03
131,615,>IMS-10087-CVDP-CB971E79-90FB-45CD-91D4-4E25A316F0F2|2021-11-24
132,508,>IMS-10186-CVDP-45EE750B-FD13-4DAE-AE06-4AE0BF9C259A|2021-12-03
133,828,>IMS-10261-CVDP-D731D89B-14B8-4DA7-A116-964648A66D89|2021-08-11
134,370,>IMS-10267-CVDP-BCCD764C-AF74-44E6-B342-3E8093A0F998|2021-08-17
135,412,>IMS-10267-CVDP-17BCEA1D-08B1-4071-99EA-179950E6D38F|2021-03-11
136,884,>IMS-10267-CVDP-A04D50F3-1C59-4A0A-B6E8-A9C75E9D61D3|2021-05-10
137,128,>IMS-10087-CVDP-6DF6CDE2-9658-4EB0-BD4E-96FE9FA42A01|2021-10-20
138,348,>IMS-10087-CVDP-E29A4668-282C-4139-8B58-E97010A4355C|2021-12-13
139,1577,>IMS-10186-CVDP-60529EB2-2934-419B-BDAF-F15DB4F7E8E8|2021-11-23
140,536,>IMS-10225-CVDP-C050A7F8-5C55-460D-B58B-5CC290768E93|2021-11-14
141,420,>IMS-10116-CVDP-66D1A625-BA23-4B6A-B406-B8B06C599C29|2021-11-30
142,788,>IMS-10261-CVDP-747702D0-A497-4E17-A4CD-23733DA5811D|2021-02-22
143,470,>IMS-10087-CVDP-8D20A9FF-1C03-41FA-957E-263ACA7D9DC7|2021-12-13
144,360,>IMS-10087-CVDP-7260B624-C959-47B3-B9AB-9C479A96606B|2021-12-13
145,2283,>IMS-10116-CVDP-7FB9B68B-7F33-470E-B27A-A01DD1B8C439|2021-12-24
146,274,>IMS-10261-CVDP-A9672C06-1275-4198-BA09-C65275B95F9A|2021-02-26
147,509,>IMS-10087-CVDP-FAC563AE-6A40-4178-9360-AAF9350C57F4|2021-11-26
148,495,>IMS-10341-CVDP-79A3A732-59F8-4CC3-B6E5-A559F16127ED|2021-07-22
149,72,>IMS-10227-CVDP-FD5A32E9-2B3C-41CF-BA57-053BD104CF55|2021-12-31
150,73,>IMS-10227-CVDP-0CF98704-4B84-4166-B135-67BEFCF5BCAC|2021-11-18
151,978,>IMS-10116-CVDP-BC774589-7D7F-4772-9F74-E9F2CA1520FA|2021-10-24
152,219,>IMS-10267-CVDP-4DE3E8EB-4B5F-4A70-A8A8-CB76886B85C0|2021-06-10
153,121,>IMS-10116-CVDP-64F8E2B2-9233-4885-9E7A-DEF2877F9DB0|2021-08-13
154,881,>IMS-10267-CVDP-3AA01D64-98F2-4DDC-9AF5-678EACE56B06|2021-08-13
155,425,>IMS-10267-CVDP-662D1BEF-8AFF-42E4-97B6-2A6E187088C4|2021-03-01
156,614,>IMS-10087-CVDP-D4FF12B1-3FE5-45C8-923C-3BD914B12CE6|2021-11-26
157,356,>IMS-10267-CVDP-43B6765E-4275-45DF-A892-755D7D0D8C80|2021-05-18
158,253,>IMS-10116-CVDP-12FF02F8-CF91-48B7-9CC3-758551378437|2021-05-07
159,363,>IMS-10087-CVDP-796EF851-CC7E-4901-87D7-CA4250477374|2021-09-16
160,440,>IMS-10087-CVDP-30245D7A-CE35-4391-BE8B-0AEA3C794FDE|2021-02-22
161,1005,>IMS-10267-CVDP-963ADC9C-C16A-4292-97D3-211DE11CECCC|2021-02-18
162,121,>IMS-10594-CVDP-C7EE4F19-7D21-4264-B2CA-D61E2D271B0A|2021-03-12
163,259,>IMS-10116-CVDP-FB23D350-FD85-4381-BFB2-58A11D4C9EF0|2021-11-30
164,66,>IMS-10087-CVDP-33223078-9C24-4DB1-81E8-BED3D4F1E2AB|2021-09-06
165,75,>IMS-10594-CVDP-6D0F3959-22BA-4868-A441-B50242B49C0E|2021-03-28
166,333,>IMS-10186-CVDP-2BD0D926-865A-41CD-BC0B-769BEA60590E|2021-04-06
167,100,>IMS-10116-CVDP-4602B5B6-6635-4F13-ACD9-87D1347BEDFE|2021-02-18
168,34,>IMS-10013-CVDP-28EAE5A9-ECAD-477C-87FE-B6FE10B9BA00|2021-05-08
169,83,>IMS-10061-CVDP-C07FF640-2D3D-4DF5-80EB-666E662375C4|2021-11-23
170,230,>IMS-10261-CVDP-49BA82B4-D2A0-407D-A5B2-BBCB12D9EF8A|2021-08-19
171,542,>IMS-10186-CVDP-F0E1DDAA-382F-4038-B24A-7978273AAA80|2021-04-08
172,480,>IMS-10116-CVDP-D2A912C1-0568-4DA7-8460-6E78BA53EFB1|2021-12-01
173,20,>IMS-10186-CVDP-DA9E1429-7EAE-4C4E-BFCD-3E8AA6A48C58|2021-04-16
174,621,>IMS-10116-CVDP-0939A1C0-DAEB-4100-ABE8-4C4A21430F6B|2021-05-15
175,680,>IMS-10225-CVDP-59309213-B696-4F35-900E-CDABAFA69C1C|2021-12-23
176,105,>IMS-10087-CVDP-25220453-513D-4B06-B538-D3B955DC9CD8|2021-12-14
177,593,>IMS-10267-CVDP-9516873A-1D7C-448B-AD37-075C7BDF0526|2021-03-03
178,64,>IMS-10087-CVDP-F12FAF5A-F767-431B-BC27-CE7FFF296CE0|2021-09-06
179,0,>IMS-10061-CVDP-2F6C71E2-49B1-4817-97E6-3032EF993FC3|2021-11-16
180,1047,>IMS-10186-CVDP-CB9E5157-C476-4134-804E-72115D1F89F0|2021-11-22
181,490,>IMS-10186-CVDP-F4F1340F-A829-433C-8296-40CD90A5367E|2021-04-29
182,254,>IMS-10116-CVDP-CF4048E1-C2C1-4CD9-B56E-C0C6F1FF6FD7|2021-03-09
183,416,>IMS-10116-CVDP-860D7FAC-0232-4323-BC0A-1A501A985CE1|2021-05-03
184,455,>IMS-10186-CVDP-9126B015-2F87-4DDF-BB3F-E3B23DC5DD89|2021-05-13
185,327,>IMS-10061-CVDP-DD017FDB-37E9-4794-8AB4-F2D185E123E8|2021-12-16
186,424,>IMS-10116-CVDP-FA35B0B3-0C72-4B61-8A59-D318759C96E6|2021-07-23
187,225,>IMS-10261-CVDP-3CDB12EA-1647-43E0-BED1-0FFDC77AE624|2021-04-22
188,340,>IMS-10116-CVDP-803C341B-50CC-4301-B04A-2FA9FA880ACD|2021-11-16
189,259,>IMS-10116-CVDP-42B2EB99-E76D-4DDC-A51C-8110ACC6F111|2021-11-04
190,40,>IMS-10013-CVDP-9CD1D07D-06C2-44AD-90D9-985E21B8B3E7|2021-08-07
191,323,>IMS-10116-CVDP-6D1DA183-9FD6-4434-8166-EE2BC0957208|2021-08-27
192,887,>IMS-10087-CVDP-F4934BCD-1D82-4184-AE05-A5A9A53893F8|2021-09-30
193,0,>IMS-10227-CVDP-F7F51B6F-E425-4D84-9B43-3333AFFA6BC4|2021-12-27
194,823,>IMS-10227-CVDP-8FF4C3F0-B44B-40A6-A8C4-BAFEF0275290|2021-09-24
195,289,>IMS-10061-CVDP-212BF54A-BD3E-49F0-B005-C085D7F3604A|2021-12-02
196,363,>IMS-10087-CVDP-66E8E4F8-5C35-47BC-AA2A-030D8738CA9F|2021-11-26
197,258,>IMS-10186-CVDP-14E639EA-D462-4B1E-855F-2C745F0706B6|2021-04-21
198,1441,>IMS-10186-CVDP-87B643D3-1BB4-4546-BD88-13F69D47FCE6|2021-09-02
199,271,>IMS-10087-CVDP-1C1CCC8D-5538-4A62-8CE3-FFC5D8B250B9|2021-03-08
200,86,>IMS-10061-CVDP-9A84CD5E-C66F-42A8-8012-8D66AC80DBFF|2021-10-28
201,576,>IMS-10116-CVDP-6A9AAF53-0B4D-40E3-B078-C58FB1ABB78C|2021-12-03
202,222,>IMS-10267-CVDP-03813F85-A1FF-4804-81DD-B08D828E319A|2021-05-14
203,1681,>IMS-10594-CVDP-39BA9DE9-A91A-4057-851D-C2D0F1187289|2021-12-20
204,1030,>IMS-10186-CVDP-2F358917-7B42-46B6-B316-A4648B4C379E|2021-10-07
205,593,>IMS-10087-CVDP-8B5A5F9E-F285-4BA0-80DE-C50BD29E6831|2021-10-09
206,644,>IMS-10087-CVDP-E97FACE6-7D67-46E7-8EEE-08B29DD4E62F|2021-11-30
207,476,>IMS-10225-CVDP-FDE554B5-DC68-47BD-AC0C-71FEBF56F26D|2021-12-17
208,0,>IMS-10061-CVDP-1DAFE051-3D32-4FB4-A4EF-4EB3C73DE16D|2021-05-28
209,124,>IMS-10087-CVDP-5C082F7C-F3AF-4D74-99D9-B70C0924C3FA|2021-11-26
210,605,>IMS-10267-CVDP-DC1ED38D-EC81-4A22-934E-E2CBABC63A02|2021-03-08
211,128,>IMS-10186-CVDP-6D90F37C-2515-4EF7-8BE1-D0495F780647|2021-12-17
212,195,>IMS-10267-CVDP-06E188A5-657A-40CA-B5F9-C72F34105D14|2021-05-12
213,261,>IMS-10087-CVDP-0BD3DBF6-4314-42F9-A87F-9BB87C9E08E0|2021-10-08
214,150,>IMS-10087-CVDP-DE8C6C3F-90B3-40C9-BF85-2AABE3567C1F|2021-11-22
215,1514,>IMS-10116-CVDP-BE1B043F-4D09-4231-AEBC-7CCCEA34C7B8|2021-11-22
216,111,>IMS-10087-CVDP-DB58A74B-B5A5-440C-8431-8CA7F8E66DA8|2021-10-07
217,93,>IMS-10227-CVDP-AB320E24-A804-4289-B2F7-511DDDB0521F|2021-11-17
218,351,>IMS-10267-CVDP-C23C28BB-00BF-48A0-A62B-122F96435247|2021-08-26
219,14,>IMS-10013-CVDP-01927|2021-01-22
220,250,>IMS-10227-CVDP-EC94AD30-9307-4E20-BF75-AB24061720A3|2021-11-30
221,121,>IMS-10116-CVDP-C2763F09-4EDE-4B34-9BD6-DEE9B8403304|2021-03-12
222,701,>IMS-10225-CVDP-9C082FA5-887D-47A4-86DD-0DCE20A4854F|2021-03-01
223,1252,>IMS-10186-CVDP-D2BF6770-703E-44F7-B198-0C2EA3DC293C|2021-12-31
224,668,>IMS-10087-CVDP-3FFCCAFC-522B-41A7-86BA-DDA6C6C69AAC|2021-11-26
225,1681,>IMS-10116-CVDP-900E37F8-8306-4CB5-B495-A3B686F89628|2021-11-21
226,323,>IMS-10594-CVDP-F3E59093-0743-4D65-9D17-6ECDC81AA319|2021-12-07
227,943,>IMS-10116-CVDP-4B4B9B51-407F-49B5-8742-B21C96A0B365|2021-12-28
228,268,>IMS-10013-CVDP-35AB62E8-1E39-4E13-AA2C-CCCD173A009B|2021-11-03
229,408,>IMS-10087-CVDP-52EC9914-0FD2-40A5-B16B-07AD4CF474D6|2021-09-16
230,251,>IMS-10116-CVDP-14653B47-BD92-4A4F-9D07-9748E5B9F289|2021-05-28
231,895,>IMS-10186-CVDP-2939465F-9816-4302-ADB2-84EF674E35D3|2021-08-22
232,77,>IMS-10186-CVDP-81433C0C-604B-4965-9D71-9E6F0969B1AA|2021-12-08
233,186,>IMS-10061-CVDP-5796EBA6-DF77-45EE-88A0-B93015EF3BA6|2021-11-25
234,143,>IMS-10186-CVDP-E55E4770-C113-44D3-9FB1-898DCEACE953|2021-06-08
235,202,>IMS-10087-CVDP-9DCA9D0B-8D69-43DE-B55B-B1F416B66433|2021-12-20
236,1242,>IMS-10225-CVDP-97663B4A-1B8B-4B84-B2E8-2BCDB405DBE6|2021-12-23
237,911,>IMS-10186-CVDP-0849042A-3BF2-4930-89D6-7CBC59E803C2|2021-08-18
238,8,>IMS-10225-CVDP-00420|2021-01-23
239,0,>IMS-10061-CVDP-EE7E0FA3-F4E7-485B-B504-20EB9B8E7826|2021-07-29
240,0,>IMS-10061-CVDP-52708524-7505-4A4D-B9CB-72CE8F672D7D|2021-09-13
241,217,>IMS-10087-CVDP-85FFF7D4-0C99-4F03-8B6D-B46B063F5131|2021-11-22
242,903,>IMS-10186-CVDP-4EC7B976-CDB1-4D44-B620-073C8BAC1A5C|2021-08-13
243,345,>IMS-10267-CVDP-2AEBD0D0-5A0D-4DC1-B1AD-B75A4CD22B5E|2021-12-16
244,85,>IMS-10087-CVDP-4454C72B-23E7-4A49-AEEA-1FDAA99E2271|2021-12-04
245,227,>IMS-10267-CVDP-00126|2021-02-04
246,414,>IMS-10087-CVDP-8BFD96C0-E615-49A2-99E6-DFCA37FDC497|2021-04-06
247,1087,>IMS-10280-CVDP-2304353D-41FD-4933-A162-12043EE631A6|2021-10-31
248,823,>IMS-10087-CVDP-AFF799FC-C626-49B1-972C-88DB4AB0FDE6|2021-12-16
249,551,>IMS-10186-CVDP-C1599317-B900-472B-AA44-916EBB0A13EB|2021-05-04
250,84,>IMS-10261-CVDP-AD5ED39F-C302-4ECF-8183-D4EF0E7663CD|2021-03-02
251,102,>IMS-10087-CVDP-EA8A29DF-FFA8-49BF-948A-808EBDC27BA9|2021-08-20
252,131,>IMS-10087-CVDP-213A7D8E-B08A-4B28-A28F-E1E921BCF309|2021-09-29
253,32,>IMS-10013-CVDP-950F6AD8-4C0A-4568-AF34-FD8951BF361C|2021-02-13
254,161,>IMS-10267-CVDP-2A453603-2EB2-4D47-A88C-6A96BDA425B0|2021-10-08
255,131,>IMS-10087-CVDP-7E9FAF37-D339-4317-9385-41741A0FE8CA|2021-10-18
256,80,>IMS-10061-CVDP-B49109AB-A918-4B95-A4DE-00501A61ED14|2021-04-08
257,407,>IMS-10267-CVDP-797C9EAF-1772-431E-881A-FDAEB6017C47|2021-04-19
258,60,>IMS-10227-CVDP-75175EC1-D53B-41BF-B29B-5192D26DB4DF|2021-11-24
259,885,>IMS-10186-CVDP-551E3FC9-C286-4B6A-BB7E-AF87E03CCB2F|2021-08-22
260,267,>IMS-10225-CVDP-FAB6BA0E-7569-46C6-8C5B-591BB4823464|2021-11-29
261,128,>IMS-10087-CVDP-DFF630FF-977D-4DAA-9C34-D2E8CC656A6A|2021-10-05
262,115,>IMS-10061-CVDP-823B586A-F787-4EC9-943C-05131D96220B|2021-12-08
263,101,>IMS-10227-CVDP-35AED9A3-8200-4041-85C9-49FE352E4206|2021-03-19
264,608,>IMS-10186-CVDP-576B13F2-EF0B-4D1E-AEC4-C9DD5D050287|2021-12-18
265,28,>IMS-10061-CVDP-FDD2AD39-EC1B-4434-8EEF-0ECF29EC1A30|2021-04-06
266,163,>IMS-10013-CVDP-1EB3E270-219E-4E80-AC0B-70F7DD106099|2021-08-30
267,354,>IMS-10087-CVDP-D0477CFC-E191-4BAB-AC5B-9675C028C694|2021-09-03
268,627,>IMS-10267-CVDP-DD465E13-CE8D-4CCE-BA22-8424D80B0552|2021-03-12
269,268,>IMS-10186-CVDP-8FAA7976-2601-4559-B1E3-61B2E7450C4D|2021-11-30
